# _tick,_time,step,total_loss,mean_episode_return,mean_episode_true_return,pg_loss,baseline_loss,entropy_loss
1239,1631057565.6477733,396480,2161.6259765625,1123.3333740234375,50.0,-6.409390449523926,2168.8623046875,-0.8269204497337341
1240,1631057566.0027342,396800,5477.41015625,906.6666870117188,60.0,-36.038330078125,5513.578125,-0.12987451255321503
1241,1631057566.27154,397120,2741.720703125,991.6666870117188,50.0,-19.73778533935547,2762.148681640625,-0.6900752186775208
1242,1631057566.6489847,397440,6481.7529296875,855.7142944335938,64.28572082519531,-33.60849380493164,6515.46240234375,-0.10102517902851105
1243,1631057566.889407,397760,3835.8642578125,1100.0,55.71428680419922,30.120092391967773,3806.62939453125,-0.8851601481437683
1244,1631057567.483443,398080,7316.7158203125,968.5714721679688,60.000003814697266,-14.529166221618652,7331.3017578125,-0.056799717247486115
1245,1631057567.6705189,398400,2350.0927734375,938.3333740234375,60.0,12.677698135375977,2338.513916015625,-1.0989177227020264
1246,1631057567.9206636,398720,2812.342529296875,1115.0,50.0,-33.2979736328125,2845.81640625,-0.17605210840702057
1247,1631057568.5417864,399040,3186.4443359375,836.6666870117188,60.0,-75.258544921875,3262.33251953125,-0.6295570731163025
1248,1631057569.0740442,399360,3384.310546875,908.75,60.0,109.11531829833984,3277.6845703125,-2.48935866355896
1249,1631057569.6241202,399680,5551.9462890625,770.0,63.75,-69.15013885498047,5621.4453125,-0.3489340841770172
1250,1631057569.7925804,400000,4601.70947265625,930.0,55.0,-10.712297439575195,4612.92236328125,-0.5004732012748718
1251,1631057570.3713799,400320,4948.515625,886.6666870117188,65.0,13.835561752319336,4934.72119140625,-0.040875520557165146
1252,1631057570.7866225,400640,7876.06494140625,801.4285888671875,68.5714340209961,-0.5521537065505981,7876.6181640625,-0.0008200102602131665
1253,1631057571.06505,400960,4511.43359375,834.2857666015625,64.28572082519531,-45.68931198120117,4557.212890625,-0.08963727951049805
1254,1631057571.3677342,401280,2878.290771484375,851.25,60.0,7.037193298339844,2872.5576171875,-1.3039839267730713
1255,1631057571.6257224,401600,4598.86767578125,902.857177734375,60.000003814697266,-15.270864486694336,4614.25341796875,-0.11481457203626633
1256,1631057572.0482562,401920,4318.81591796875,1065.0,50.0,64.82170104980469,4255.2578125,-1.2635372877120972
1257,1631057572.3696764,402240,3575.0126953125,860.0,50.0,-13.54232120513916,3588.64697265625,-0.09194695949554443
1258,1631057572.623425,402560,2843.952392578125,903.3333740234375,60.0,-50.64788818359375,2894.9580078125,-0.35766035318374634
1259,1631057573.2229478,402880,7936.28857421875,980.0,42.0,4.6037516593933105,7931.6884765625,-0.003541316371411085
1260,1631057573.663156,403200,2896.3984375,984.2857666015625,55.71428680419922,-93.91862487792969,2990.82421875,-0.5069838762283325
1261,1631057573.882401,403520,4330.23193359375,1034.0,42.0,-7.85098123550415,4338.10546875,-0.022665871307253838
1262,1631057574.6421542,403840,2521.064453125,1074.2857666015625,51.42857360839844,-2.1933162212371826,2524.12109375,-0.8632932901382446
1263,1631057574.8920023,404160,5419.76171875,1020.0,42.0,-22.9611873626709,5442.791015625,-0.06805253773927689
1264,1631057575.2372513,404480,2441.63671875,995.0,50.0,104.78462982177734,2337.695556640625,-0.84344482421875
1265,1631057575.4214349,404800,2971.986083984375,1068.0,48.0,-6.795879364013672,2979.051025390625,-0.26900678873062134
1266,1631057575.915425,405120,2751.16162109375,878.3333740234375,60.0,188.62759399414062,2565.52099609375,-2.9870412349700928
1267,1631057576.15807,405440,2487.042236328125,1074.0,60.0,-78.59677124023438,2566.10791015625,-0.4690576195716858
1268,1631057576.568403,405760,4813.970703125,850.0,52.5,-10.072441101074219,4824.07958984375,-0.03649027273058891
1269,1631057576.795442,406080,3385.919189453125,990.0000610351562,55.71428680419922,-22.154829025268555,3408.517578125,-0.44351112842559814
1270,1631057577.3331041,406400,1665.1458740234375,1073.3333740234375,50.0,190.7217559814453,1477.603515625,-3.179464101791382
1271,1631057577.7330763,406720,2355.369140625,995.0,71.25,-112.3121109008789,2468.5615234375,-0.8804520964622498
1272,1631057578.260267,407040,3396.42431640625,878.3333740234375,55.0,258.85076904296875,3140.43798828125,-2.864614725112915
